Ligand,nConfs,idock score (kcal/mol),RF-Score (pKd)
ligand_Maybridge_HitDiscoverCmpd22145_reduced,10,-11.67,7.97
ligand_Maybridge_HitDiscoverCmpd22146_reduced,10,-10.73,7.38
ligand_Maybridge_HitDiscoverCmpd22147_reduced,10,-11.03,7.90
ligand_Maybridge_HitDiscoverCmpd22148_reduced,10,-9.31,6.87
ligand_Maybridge_HitDiscoverCmpd22149_reduced,10,-11.63,7.87
ligand_Maybridge_HitDiscoverCmpd2214_reduced,10,-8.19,6.96
ligand_Maybridge_HitDiscoverCmpd22150_reduced,10,-8.79,6.28
ligand_Maybridge_HitDiscoverCmpd22151_reduced,10,-9.32,6.69
ligand_Maybridge_HitDiscoverCmpd22152_reduced,10,-9.18,6.09
ligand_Maybridge_HitDiscoverCmpd22153_reduced,10,-10.89,7.42
ligand_Maybridge_HitDiscoverCmpd22154_reduced,10,-11.15,8.01
ligand_Maybridge_HitDiscoverCmpd22155_reduced,10,-11.77,8.05
ligand_Maybridge_HitDiscoverCmpd22156_reduced,10,-8.82,6.44
ligand_Maybridge_HitDiscoverCmpd22157_reduced,10,-10.88,6.57
ligand_Maybridge_HitDiscoverCmpd22158_reduced,10,-9.13,6.53
ligand_Maybridge_HitDiscoverCmpd22159_reduced,10,-11.49,7.05
ligand_Maybridge_HitDiscoverCmpd2215_reduced,10,-3.93,7.47
ligand_Maybridge_HitDiscoverCmpd22160_reduced,10,-12.81,7.99
ligand_Maybridge_HitDiscoverCmpd22161_reduced,10,-7.74,7.42
ligand_Maybridge_HitDiscoverCmpd22162_reduced,10,-10.48,7.28
ligand_Maybridge_HitDiscoverCmpd22163_reduced,10,-9.95,7.92
ligand_Maybridge_HitDiscoverCmpd22164_reduced,10,-10.39,7.87
ligand_Maybridge_HitDiscoverCmpd22165_reduced,10,-8.43,7.25
ligand_Maybridge_HitDiscoverCmpd22166_reduced,10,-11.32,7.22
ligand_Maybridge_HitDiscoverCmpd22167_reduced,10,-10.80,7.35
ligand_Maybridge_HitDiscoverCmpd22168_reduced,10,-11.01,7.44
ligand_Maybridge_HitDiscoverCmpd22169_reduced,10,-11.15,6.43
ligand_Maybridge_HitDiscoverCmpd2216_reduced,10,-13.35,8.25
ligand_Maybridge_HitDiscoverCmpd22170_reduced,10,-10.26,7.17
ligand_Maybridge_HitDiscoverCmpd22171_reduced,10,-5.52,8.05
ligand_Maybridge_HitDiscoverCmpd22172_reduced,10,-7.81,6.78
ligand_Maybridge_HitDiscoverCmpd22173_reduced,10,-9.85,7.68
ligand_Maybridge_HitDiscoverCmpd22174_reduced,10,-7.88,5.97
ligand_Maybridge_HitDiscoverCmpd22175_reduced,10,-7.26,6.04
ligand_Maybridge_HitDiscoverCmpd22176_reduced,10,-11.37,7.62
ligand_Maybridge_HitDiscoverCmpd22177_reduced,10,-10.01,6.98
ligand_Maybridge_HitDiscoverCmpd22178_reduced,10,-9.46,7.35
ligand_Maybridge_HitDiscoverCmpd22179_reduced,10,-11.00,6.89
ligand_Maybridge_HitDiscoverCmpd2217_reduced,10,-10.72,6.84
ligand_Maybridge_HitDiscoverCmpd22180_reduced,10,-9.18,7.03
ligand_Maybridge_HitDiscoverCmpd22181_reduced,10,-7.74,7.75
ligand_Maybridge_HitDiscoverCmpd22182_reduced,10,-10.39,7.18
ligand_Maybridge_HitDiscoverCmpd22183_reduced,10,-10.15,8.18
ligand_Maybridge_HitDiscoverCmpd22184_reduced,10,-10.13,7.02
ligand_Maybridge_HitDiscoverCmpd22185_reduced,10,-8.64,6.94
ligand_Maybridge_HitDiscoverCmpd22186_reduced,10,-11.07,7.84
ligand_Maybridge_HitDiscoverCmpd22187_reduced,10,-10.17,7.26
ligand_Maybridge_HitDiscoverCmpd22188_reduced,10,-12.34,8.20
ligand_Maybridge_HitDiscoverCmpd22189_reduced,10,-9.48,6.89
ligand_Maybridge_HitDiscoverCmpd2218_reduced,10,-10.38,7.30
ligand_Maybridge_HitDiscoverCmpd22190_reduced,10,-8.91,6.61
ligand_Maybridge_HitDiscoverCmpd22191_reduced,10,-9.84,6.80
ligand_Maybridge_HitDiscoverCmpd22192_reduced,10,-7.93,6.59
ligand_Maybridge_HitDiscoverCmpd22193_reduced,10,-8.18,7.54
ligand_Maybridge_HitDiscoverCmpd22194_reduced,10,-10.43,7.41
ligand_Maybridge_HitDiscoverCmpd22195_reduced,10,-10.07,6.65
ligand_Maybridge_HitDiscoverCmpd22196_reduced,10,-7.72,6.60
ligand_Maybridge_HitDiscoverCmpd22197_reduced,10,-11.98,7.78
ligand_Maybridge_HitDiscoverCmpd22198_reduced,10,-10.58,7.71
ligand_Maybridge_HitDiscoverCmpd22199_reduced,10,-10.41,7.02
ligand_Maybridge_HitDiscoverCmpd2219_reduced,10,-6.96,8.27
ligand_Maybridge_HitDiscoverCmpd221_reduced,10,-6.43,4.73
ligand_Maybridge_HitDiscoverCmpd22200_reduced,10,-8.29,5.88
ligand_Maybridge_HitDiscoverCmpd22201_reduced,10,-10.13,7.04
ligand_Maybridge_HitDiscoverCmpd22202_reduced,10,-10.07,7.45
ligand_Maybridge_HitDiscoverCmpd22203_reduced,10,-7.54,6.40
ligand_Maybridge_HitDiscoverCmpd22204_reduced,10,-9.46,6.90
ligand_Maybridge_HitDiscoverCmpd22205_reduced,10,-10.70,7.18
ligand_Maybridge_HitDiscoverCmpd22206_reduced,10,-7.76,5.61
ligand_Maybridge_HitDiscoverCmpd22207_reduced,10,-8.96,7.17
ligand_Maybridge_HitDiscoverCmpd22208_reduced,10,-11.17,7.83
ligand_Maybridge_HitDiscoverCmpd22209_reduced,10,-11.75,8.30
ligand_Maybridge_HitDiscoverCmpd2220_reduced,10,-11.86,8.36
ligand_Maybridge_HitDiscoverCmpd22210_reduced,10,-8.60,5.74
ligand_Maybridge_HitDiscoverCmpd22211_reduced,10,-11.44,7.37
ligand_Maybridge_HitDiscoverCmpd22212_reduced,10,-8.20,7.36
ligand_Maybridge_HitDiscoverCmpd22213_reduced,10,-8.22,7.28
ligand_Maybridge_HitDiscoverCmpd22214_reduced,10,-12.59,8.21
ligand_Maybridge_HitDiscoverCmpd22215_reduced,10,-11.86,7.77
ligand_Maybridge_HitDiscoverCmpd22216_reduced,10,-10.91,6.67
ligand_Maybridge_HitDiscoverCmpd22217_reduced,10,-10.95,7.57
ligand_Maybridge_HitDiscoverCmpd22218_reduced,10,-10.48,6.92
ligand_Maybridge_HitDiscoverCmpd22219_reduced,10,-11.47,7.63
ligand_Maybridge_HitDiscoverCmpd2221_reduced,10,-5.45,7.54
ligand_Maybridge_HitDiscoverCmpd22220_reduced,10,-5.10,8.14
ligand_Maybridge_HitDiscoverCmpd22221_reduced,10,-9.90,6.86
ligand_Maybridge_HitDiscoverCmpd22222_reduced,10,-8.25,7.24
ligand_Maybridge_HitDiscoverCmpd22223_reduced,10,-11.84,8.20
ligand_Maybridge_HitDiscoverCmpd22224_reduced,10,-10.55,7.63
ligand_Maybridge_HitDiscoverCmpd22225_reduced,10,-10.94,7.61
ligand_Maybridge_HitDiscoverCmpd22226_reduced,10,-10.22,6.44
ligand_Maybridge_HitDiscoverCmpd22227_reduced,10,-9.65,7.13
ligand_Maybridge_HitDiscoverCmpd22228_reduced,10,-11.76,7.62
ligand_Maybridge_HitDiscoverCmpd22229_reduced,10,-10.70,8.05
ligand_Maybridge_HitDiscoverCmpd2222_reduced,10,-8.93,7.55
ligand_Maybridge_HitDiscoverCmpd22230_reduced,10,-7.49,7.31
ligand_Maybridge_HitDiscoverCmpd22231_reduced,10,-10.13,7.09
ligand_Maybridge_HitDiscoverCmpd22232_reduced,10,-8.99,8.25
ligand_Maybridge_HitDiscoverCmpd22233_reduced,10,-10.90,7.91
ligand_Maybridge_HitDiscoverCmpd22234_reduced,10,-10.61,6.75
ligand_Maybridge_HitDiscoverCmpd22235_reduced,10,-11.95,8.44
ligand_Maybridge_HitDiscoverCmpd22236_reduced,10,-6.16,7.18
ligand_Maybridge_HitDiscoverCmpd22237_reduced,10,-7.03,5.51
ligand_Maybridge_HitDiscoverCmpd22238_reduced,10,-8.34,8.02
ligand_Maybridge_HitDiscoverCmpd22239_reduced,10,-9.48,7.59
ligand_Maybridge_HitDiscoverCmpd2223_reduced,10,-7.75,8.08
ligand_Maybridge_HitDiscoverCmpd22240_reduced,10,-7.09,5.88
ligand_Maybridge_HitDiscoverCmpd22241_reduced,10,-10.55,6.35
ligand_Maybridge_HitDiscoverCmpd22242_reduced,10,-10.56,7.29
ligand_Maybridge_HitDiscoverCmpd22243_reduced,10,-8.03,7.62
ligand_Maybridge_HitDiscoverCmpd22244_reduced,10,-8.87,7.79
ligand_Maybridge_HitDiscoverCmpd22245_reduced,10,-10.44,6.73
ligand_Maybridge_HitDiscoverCmpd22246_reduced,10,-8.98,6.83
ligand_Maybridge_HitDiscoverCmpd22247_reduced,10,-9.00,7.37
ligand_Maybridge_HitDiscoverCmpd22248_reduced,10,-10.76,7.46
ligand_Maybridge_HitDiscoverCmpd22249_reduced,10,-8.44,7.53
ligand_Maybridge_HitDiscoverCmpd2224_reduced,10,-7.24,7.05
ligand_Maybridge_HitDiscoverCmpd22250_reduced,10,-9.04,7.14
ligand_Maybridge_HitDiscoverCmpd22251_reduced,10,-8.65,6.92
ligand_Maybridge_HitDiscoverCmpd22252_reduced,10,-10.81,6.96
ligand_Maybridge_HitDiscoverCmpd22253_reduced,10,-10.70,7.07
ligand_Maybridge_HitDiscoverCmpd22254_reduced,10,-9.72,6.44
ligand_Maybridge_HitDiscoverCmpd22255_reduced,10,-10.74,7.29
ligand_Maybridge_HitDiscoverCmpd22256_reduced,10,-8.91,6.96
ligand_Maybridge_HitDiscoverCmpd22257_reduced,10,-9.34,7.76
ligand_Maybridge_HitDiscoverCmpd22258_reduced,10,-8.72,6.74
ligand_Maybridge_HitDiscoverCmpd22259_reduced,10,-8.74,7.50
ligand_Maybridge_HitDiscoverCmpd2225_reduced,10,-6.43,7.22
ligand_Maybridge_HitDiscoverCmpd22260_reduced,10,-8.76,6.85
ligand_Maybridge_HitDiscoverCmpd22261_reduced,10,-7.75,7.03
ligand_Maybridge_HitDiscoverCmpd22262_reduced,10,-11.60,7.71
ligand_Maybridge_HitDiscoverCmpd22263_reduced,10,-10.46,7.24
ligand_Maybridge_HitDiscoverCmpd22264_reduced,10,-7.73,5.82
ligand_Maybridge_HitDiscoverCmpd22265_reduced,10,-10.98,6.38
ligand_Maybridge_HitDiscoverCmpd22266_reduced,10,-8.06,6.33
ligand_Maybridge_HitDiscoverCmpd22267_reduced,10,-9.68,7.30
ligand_Maybridge_HitDiscoverCmpd22268_reduced,10,-11.21,6.98
ligand_Maybridge_HitDiscoverCmpd22269_reduced,10,-8.70,7.86
ligand_Maybridge_HitDiscoverCmpd2226_reduced,10,-11.77,8.19
ligand_Maybridge_HitDiscoverCmpd22270_reduced,10,-8.89,7.08
ligand_Maybridge_HitDiscoverCmpd22271_reduced,10,-10.48,7.47
ligand_Maybridge_HitDiscoverCmpd22272_reduced,10,-10.94,7.12
ligand_Maybridge_HitDiscoverCmpd22273_reduced,10,-10.47,7.75
ligand_Maybridge_HitDiscoverCmpd22274_reduced,10,-6.66,5.69
ligand_Maybridge_HitDiscoverCmpd22275_reduced,10,-8.30,6.34
ligand_Maybridge_HitDiscoverCmpd22276_reduced,10,-10.19,7.22
ligand_Maybridge_HitDiscoverCmpd22277_reduced,10,-8.45,6.40
ligand_Maybridge_HitDiscoverCmpd22278_reduced,10,-9.16,7.76
ligand_Maybridge_HitDiscoverCmpd22279_reduced,10,-9.37,7.22
ligand_Maybridge_HitDiscoverCmpd2227_reduced,10,-5.55,8.02
ligand_Maybridge_HitDiscoverCmpd22280_reduced,10,-10.95,6.89
ligand_Maybridge_HitDiscoverCmpd22281_reduced,10,-11.53,7.41
ligand_Maybridge_HitDiscoverCmpd22282_reduced,10,-10.52,7.82
ligand_Maybridge_HitDiscoverCmpd22283_reduced,10,-9.54,7.56
ligand_Maybridge_HitDiscoverCmpd22284_reduced,10,-6.00,7.12
ligand_Maybridge_HitDiscoverCmpd22285_reduced,10,-10.57,6.82
ligand_Maybridge_HitDiscoverCmpd22286_reduced,10,-8.45,5.84
ligand_Maybridge_HitDiscoverCmpd22287_reduced,10,-11.21,7.22
ligand_Maybridge_HitDiscoverCmpd22288_reduced,10,-9.66,8.15
ligand_Maybridge_HitDiscoverCmpd22289_reduced,10,-11.06,6.60
ligand_Maybridge_HitDiscoverCmpd2228_reduced,10,-10.43,8.35
ligand_Maybridge_HitDiscoverCmpd22290_reduced,10,-11.32,7.36
ligand_Maybridge_HitDiscoverCmpd22291_reduced,10,-6.95,5.89
ligand_Maybridge_HitDiscoverCmpd22292_reduced,10,-10.59,6.83
ligand_Maybridge_HitDiscoverCmpd22293_reduced,10,-7.43,5.73
ligand_Maybridge_HitDiscoverCmpd22294_reduced,10,-8.66,6.01
ligand_Maybridge_HitDiscoverCmpd22295_reduced,10,-8.86,7.38
ligand_Maybridge_HitDiscoverCmpd22296_reduced,10,-8.13,7.77
ligand_Maybridge_HitDiscoverCmpd22297_reduced,10,-8.81,6.14
ligand_Maybridge_HitDiscoverCmpd22298_reduced,10,-9.64,7.37
ligand_Maybridge_HitDiscoverCmpd22299_reduced,10,-11.12,6.92
ligand_Maybridge_HitDiscoverCmpd2229_reduced,10,-11.59,6.75
ligand_Maybridge_HitDiscoverCmpd222_reduced,10,-7.37,6.00
ligand_Maybridge_HitDiscoverCmpd22300_reduced,10,-7.01,5.91
ligand_Maybridge_HitDiscoverCmpd22301_reduced,10,-10.33,6.97
ligand_Maybridge_HitDiscoverCmpd22302_reduced,10,-10.27,6.19
ligand_Maybridge_HitDiscoverCmpd22303_reduced,10,-8.96,7.51
ligand_Maybridge_HitDiscoverCmpd22304_reduced,10,-10.70,6.76
ligand_Maybridge_HitDiscoverCmpd22305_reduced,10,-8.58,7.69
ligand_Maybridge_HitDiscoverCmpd22306_reduced,10,-6.94,5.67
ligand_Maybridge_HitDiscoverCmpd22307_reduced,10,-9.36,6.23
ligand_Maybridge_HitDiscoverCmpd22308_reduced,10,-11.20,6.89
ligand_Maybridge_HitDiscoverCmpd22309_reduced,10,-10.05,7.56
ligand_Maybridge_HitDiscoverCmpd2230_reduced,10,-12.00,8.52
ligand_Maybridge_HitDiscoverCmpd22310_reduced,10,-6.10,5.44
ligand_Maybridge_HitDiscoverCmpd22311_reduced,10,-11.01,7.23
ligand_Maybridge_HitDiscoverCmpd22312_reduced,10,-6.54,4.65
ligand_Maybridge_HitDiscoverCmpd22313_reduced,10,-11.14,7.66
ligand_Maybridge_HitDiscoverCmpd22314_reduced,10,-8.09,6.64
ligand_Maybridge_HitDiscoverCmpd22315_reduced,10,-12.36,8.10
ligand_Maybridge_HitDiscoverCmpd22316_reduced,10,-9.53,6.87
ligand_Maybridge_HitDiscoverCmpd22317_reduced,10,-10.68,7.07
ligand_Maybridge_HitDiscoverCmpd22318_reduced,10,-8.67,7.29
ligand_Maybridge_HitDiscoverCmpd22319_reduced,10,-11.15,7.32
ligand_Maybridge_HitDiscoverCmpd2231_reduced,10,-6.00,8.14
ligand_Maybridge_HitDiscoverCmpd22320_reduced,10,-10.31,7.26
ligand_Maybridge_HitDiscoverCmpd22321_reduced,10,-12.03,8.47
ligand_Maybridge_HitDiscoverCmpd22322_reduced,10,-11.77,8.41
ligand_Maybridge_HitDiscoverCmpd22324_reduced,10,-9.17,6.22
ligand_Maybridge_HitDiscoverCmpd22325_reduced,10,-8.35,6.60
ligand_Maybridge_HitDiscoverCmpd22326_reduced,10,-9.18,6.05
ligand_Maybridge_HitDiscoverCmpd22327_reduced,10,-11.78,7.77
ligand_Maybridge_HitDiscoverCmpd22328_reduced,10,-8.76,6.57
ligand_Maybridge_HitDiscoverCmpd22329_reduced,10,-10.34,6.68
ligand_Maybridge_HitDiscoverCmpd2232_reduced,10,-10.91,8.20
ligand_Maybridge_HitDiscoverCmpd22330_reduced,10,-10.68,7.37
ligand_Maybridge_HitDiscoverCmpd22331_reduced,10,-10.71,7.70
ligand_Maybridge_HitDiscoverCmpd22332_reduced,10,-11.14,8.16
ligand_Maybridge_HitDiscoverCmpd22333_reduced,10,-10.36,8.33
ligand_Maybridge_HitDiscoverCmpd22334_reduced,10,-8.90,6.44
ligand_Maybridge_HitDiscoverCmpd22335_reduced,10,-7.92,6.76
ligand_Maybridge_HitDiscoverCmpd22336_reduced,10,-10.12,6.77
ligand_Maybridge_HitDiscoverCmpd22337_reduced,10,-12.05,8.02
ligand_Maybridge_HitDiscoverCmpd22338_reduced,10,-11.55,7.53
ligand_Maybridge_HitDiscoverCmpd22339_reduced,10,-9.00,7.66
ligand_Maybridge_HitDiscoverCmpd2233_reduced,10,-9.87,7.93
ligand_Maybridge_HitDiscoverCmpd22340_reduced,10,-11.55,7.99
ligand_Maybridge_HitDiscoverCmpd22341_reduced,10,-12.98,8.52
ligand_Maybridge_HitDiscoverCmpd22342_reduced,10,-7.79,8.27
ligand_Maybridge_HitDiscoverCmpd22343_reduced,10,-10.54,7.28
ligand_Maybridge_HitDiscoverCmpd22344_reduced,10,-9.32,6.87
ligand_Maybridge_HitDiscoverCmpd22345_reduced,10,-6.80,6.40
ligand_Maybridge_HitDiscoverCmpd22346_reduced,10,-9.08,6.43
ligand_Maybridge_HitDiscoverCmpd22347_reduced,10,-11.19,7.74
ligand_Maybridge_HitDiscoverCmpd22348_reduced,10,-9.08,7.15
ligand_Maybridge_HitDiscoverCmpd22349_reduced,10,-5.86,5.59
ligand_Maybridge_HitDiscoverCmpd2234_reduced,10,-12.73,8.42
ligand_Maybridge_HitDiscoverCmpd22350_reduced,10,-10.84,8.03
ligand_Maybridge_HitDiscoverCmpd22351_reduced,10,-11.28,7.67
ligand_Maybridge_HitDiscoverCmpd22352_reduced,10,-7.88,7.98
ligand_Maybridge_HitDiscoverCmpd22353_reduced,10,-9.01,6.53
ligand_Maybridge_HitDiscoverCmpd22354_reduced,10,-8.79,5.61
ligand_Maybridge_HitDiscoverCmpd22355_reduced,10,-8.31,7.90
ligand_Maybridge_HitDiscoverCmpd22356_reduced,10,-8.94,5.97
ligand_Maybridge_HitDiscoverCmpd22357_reduced,10,-10.58,7.93
ligand_Maybridge_HitDiscoverCmpd22358_reduced,10,-9.60,7.34
ligand_Maybridge_HitDiscoverCmpd22359_reduced,10,-6.00,5.40
ligand_Maybridge_HitDiscoverCmpd2235_reduced,10,-7.34,7.20
ligand_Maybridge_HitDiscoverCmpd22360_reduced,10,-9.07,5.92
ligand_Maybridge_HitDiscoverCmpd22361_reduced,10,-9.04,6.22
ligand_Maybridge_HitDiscoverCmpd22362_reduced,10,-6.61,5.30
ligand_Maybridge_HitDiscoverCmpd22363_reduced,10,-9.25,6.51
ligand_Maybridge_HitDiscoverCmpd22365_reduced,10,-8.41,7.37
ligand_Maybridge_HitDiscoverCmpd22366_reduced,10,-8.67,6.62
ligand_Maybridge_HitDiscoverCmpd22368_reduced,10,-6.61,4.85
ligand_Maybridge_HitDiscoverCmpd22369_reduced,10,-9.25,5.98
ligand_Maybridge_HitDiscoverCmpd2236_reduced,10,-6.79,8.14
ligand_Maybridge_HitDiscoverCmpd22370_reduced,10,-7.38,5.07
ligand_Maybridge_HitDiscoverCmpd22371_reduced,10,-12.51,8.40
ligand_Maybridge_HitDiscoverCmpd22372_reduced,10,-10.71,8.08
ligand_Maybridge_HitDiscoverCmpd22373_reduced,10,-9.70,6.41
ligand_Maybridge_HitDiscoverCmpd22374_reduced,10,-11.33,7.54
ligand_Maybridge_HitDiscoverCmpd22375_reduced,10,-6.11,5.96
ligand_Maybridge_HitDiscoverCmpd22376_reduced,10,-9.58,7.02
ligand_Maybridge_HitDiscoverCmpd22377_reduced,10,-5.78,5.57
ligand_Maybridge_HitDiscoverCmpd22378_reduced,10,-9.10,7.24
ligand_Maybridge_HitDiscoverCmpd22379_reduced,10,-5.86,4.71
ligand_Maybridge_HitDiscoverCmpd2237_reduced,10,-11.43,7.85
ligand_Maybridge_HitDiscoverCmpd22380_reduced,10,-9.14,6.12
ligand_Maybridge_HitDiscoverCmpd22381_reduced,10,-10.04,7.97
ligand_Maybridge_HitDiscoverCmpd22382_reduced,10,-10.06,7.86
ligand_Maybridge_HitDiscoverCmpd22383_reduced,10,-9.93,7.45
ligand_Maybridge_HitDiscoverCmpd22384_reduced,10,-12.10,7.90
ligand_Maybridge_HitDiscoverCmpd22385_reduced,10,-9.25,6.58
ligand_Maybridge_HitDiscoverCmpd22386_reduced,10,-10.83,7.69
ligand_Maybridge_HitDiscoverCmpd22387_reduced,10,-6.74,6.36
ligand_Maybridge_HitDiscoverCmpd22388_reduced,10,-9.46,7.40
ligand_Maybridge_HitDiscoverCmpd22389_reduced,10,-6.92,6.00
ligand_Maybridge_HitDiscoverCmpd2238_reduced,10,-12.16,8.00
ligand_Maybridge_HitDiscoverCmpd22390_reduced,10,-9.02,6.06
ligand_Maybridge_HitDiscoverCmpd22391_reduced,10,-11.71,7.99
ligand_Maybridge_HitDiscoverCmpd22392_reduced,10,-7.11,8.23
ligand_Maybridge_HitDiscoverCmpd22394_reduced,10,-10.30,6.98
ligand_Maybridge_HitDiscoverCmpd22396_reduced,10,-12.50,6.90
ligand_Maybridge_HitDiscoverCmpd22397_reduced,10,-8.58,7.55
ligand_Maybridge_HitDiscoverCmpd22398_reduced,10,-7.68,5.48
ligand_Maybridge_HitDiscoverCmpd22399_reduced,10,-8.23,6.65
ligand_Maybridge_HitDiscoverCmpd2239_reduced,10,-8.67,6.28
ligand_Maybridge_HitDiscoverCmpd22400_reduced,10,-9.55,6.56
ligand_Maybridge_HitDiscoverCmpd22401_reduced,10,-10.90,7.53
ligand_Maybridge_HitDiscoverCmpd22403_reduced,10,-10.30,6.47
ligand_Maybridge_HitDiscoverCmpd22404_reduced,10,-9.15,6.35
ligand_Maybridge_HitDiscoverCmpd22405_reduced,10,-9.95,7.72
ligand_Maybridge_HitDiscoverCmpd22406_reduced,10,-6.54,5.13
ligand_Maybridge_HitDiscoverCmpd22407_reduced,10,-8.15,6.38
ligand_Maybridge_HitDiscoverCmpd22408_reduced,10,-7.81,5.57
ligand_Maybridge_HitDiscoverCmpd22409_reduced,10,-9.65,6.88
ligand_Maybridge_HitDiscoverCmpd2240_reduced,10,-10.74,8.02
ligand_Maybridge_HitDiscoverCmpd22410_reduced,10,-8.63,6.08
ligand_Maybridge_HitDiscoverCmpd22413_reduced,10,-10.88,7.57
ligand_Maybridge_HitDiscoverCmpd22414_reduced,10,-10.73,7.26
ligand_Maybridge_HitDiscoverCmpd22415_reduced,10,-6.09,4.82
ligand_Maybridge_HitDiscoverCmpd22416_reduced,10,-10.35,8.03
ligand_Maybridge_HitDiscoverCmpd22417_reduced,10,-9.89,6.36
ligand_Maybridge_HitDiscoverCmpd22418_reduced,10,-9.71,6.34
ligand_Maybridge_HitDiscoverCmpd2241_reduced,10,-7.18,7.87
ligand_Maybridge_HitDiscoverCmpd22420_reduced,10,-8.84,5.95
ligand_Maybridge_HitDiscoverCmpd22423_reduced,10,-10.43,6.36
ligand_Maybridge_HitDiscoverCmpd22424_reduced,10,-8.72,6.48
ligand_Maybridge_HitDiscoverCmpd22425_reduced,10,-11.39,7.81
ligand_Maybridge_HitDiscoverCmpd22426_reduced,10,-13.03,7.54
ligand_Maybridge_HitDiscoverCmpd22427_reduced,10,-9.13,7.50
ligand_Maybridge_HitDiscoverCmpd22428_reduced,10,-8.29,6.92
ligand_Maybridge_HitDiscoverCmpd22429_reduced,10,-8.48,7.08
ligand_Maybridge_HitDiscoverCmpd2242_reduced,10,-10.74,8.19
ligand_Maybridge_HitDiscoverCmpd22430_reduced,10,-8.42,6.58
ligand_Maybridge_HitDiscoverCmpd22432_reduced,10,-7.63,5.86
ligand_Maybridge_HitDiscoverCmpd22433_reduced,10,-11.03,7.00
ligand_Maybridge_HitDiscoverCmpd22435_reduced,10,-10.36,7.66
ligand_Maybridge_HitDiscoverCmpd22436_reduced,10,-14.55,8.17
ligand_Maybridge_HitDiscoverCmpd22439_reduced,10,-10.12,7.57
ligand_Maybridge_HitDiscoverCmpd2243_reduced,10,-8.44,6.86
ligand_Maybridge_HitDiscoverCmpd22440_reduced,10,-8.51,6.23
ligand_Maybridge_HitDiscoverCmpd22442_reduced,10,-7.33,5.16
ligand_Maybridge_HitDiscoverCmpd22443_reduced,10,-9.62,6.11
ligand_Maybridge_HitDiscoverCmpd22445_reduced,10,-11.50,7.69
ligand_Maybridge_HitDiscoverCmpd22446_reduced,10,-12.33,7.40
ligand_Maybridge_HitDiscoverCmpd22447_reduced,10,-8.33,7.55
ligand_Maybridge_HitDiscoverCmpd22449_reduced,10,-11.55,7.96
ligand_Maybridge_HitDiscoverCmpd2244_reduced,10,-14.49,8.33
ligand_Maybridge_HitDiscoverCmpd22450_reduced,10,-7.31,5.95
ligand_Maybridge_HitDiscoverCmpd22453_reduced,10,-11.18,6.79
ligand_Maybridge_HitDiscoverCmpd22455_reduced,10,-12.85,7.62
ligand_Maybridge_HitDiscoverCmpd22456_reduced,10,-12.83,7.57
ligand_Maybridge_HitDiscoverCmpd22457_reduced,10,-9.07,6.35
ligand_Maybridge_HitDiscoverCmpd22459_reduced,10,-9.43,7.32
ligand_Maybridge_HitDiscoverCmpd2245_reduced,10,-9.56,7.22
ligand_Maybridge_HitDiscoverCmpd22460_reduced,10,-10.40,6.95
ligand_Maybridge_HitDiscoverCmpd22463_reduced,10,-10.46,6.63
ligand_Maybridge_HitDiscoverCmpd22465_reduced,10,-9.20,6.55
ligand_Maybridge_HitDiscoverCmpd22466_reduced,10,-10.25,7.98
ligand_Maybridge_HitDiscoverCmpd22467_reduced,10,-8.43,6.58
ligand_Maybridge_HitDiscoverCmpd22468_reduced,10,-13.65,7.71
ligand_Maybridge_HitDiscoverCmpd22469_reduced,10,-9.54,6.67
ligand_Maybridge_HitDiscoverCmpd2246_reduced,10,-5.15,8.09
ligand_Maybridge_HitDiscoverCmpd22470_reduced,10,-7.88,7.58
ligand_Maybridge_HitDiscoverCmpd22473_reduced,10,-12.03,8.20
ligand_Maybridge_HitDiscoverCmpd22474_reduced,10,-8.70,6.75
ligand_Maybridge_HitDiscoverCmpd22475_reduced,10,-5.55,4.73
ligand_Maybridge_HitDiscoverCmpd22476_reduced,10,-8.17,6.85
ligand_Maybridge_HitDiscoverCmpd22477_reduced,10,-10.41,7.59
ligand_Maybridge_HitDiscoverCmpd22478_reduced,10,-11.51,7.68
ligand_Maybridge_HitDiscoverCmpd22479_reduced,10,-12.15,7.91
ligand_Maybridge_HitDiscoverCmpd2247_reduced,10,-9.85,7.39
ligand_Maybridge_HitDiscoverCmpd22480_reduced,10,-9.75,6.74
ligand_Maybridge_HitDiscoverCmpd22481_reduced,10,-8.75,8.09
ligand_Maybridge_HitDiscoverCmpd22482_reduced,10,-12.02,8.53
ligand_Maybridge_HitDiscoverCmpd22483_reduced,10,-9.64,8.06
ligand_Maybridge_HitDiscoverCmpd22484_reduced,10,-12.42,7.76
ligand_Maybridge_HitDiscoverCmpd22485_reduced,10,-8.43,6.49
ligand_Maybridge_HitDiscoverCmpd22486_reduced,10,-10.44,8.18
ligand_Maybridge_HitDiscoverCmpd22487_reduced,10,-11.20,8.19
ligand_Maybridge_HitDiscoverCmpd22488_reduced,10,-5.64,4.88
ligand_Maybridge_HitDiscoverCmpd22489_reduced,10,-12.93,7.85
ligand_Maybridge_HitDiscoverCmpd2248_reduced,10,-9.04,7.00
ligand_Maybridge_HitDiscoverCmpd22490_reduced,10,-7.21,5.71
ligand_Maybridge_HitDiscoverCmpd22491_reduced,10,-9.48,6.84
ligand_Maybridge_HitDiscoverCmpd22492_reduced,10,-5.66,7.96
